lylty_card_nbr,lifestage,premium_customer,total_sales,total_units,transactions,avg_spend_per_txn,last_purchase,recency_days,frequency,monetary
1436,YOUNG FAMILIES,Premium,3.8,1,1,3.8,2018-08-28,306,1,3.8
1437,NEW FAMILIES,Premium,1.9,1,1,1.9,2018-12-03,209,1,1.9
1438,NEW FAMILIES,Mainstream,3.6,1,1,3.6,2018-11-01,241,1,3.6
1439,YOUNG FAMILIES,Premium,4.4,1,1,4.4,2019-03-07,115,1,4.4
1440,RETIREES,Mainstream,2.9,1,1,2.9,2018-07-08,357,1,2.9
1443,YOUNG FAMILIES,Budget,5.6,2,2,2.8,2019-06-13,17,2,5.6
1444,YOUNG SINGLES/COUPLES,Mainstream,7.3,3,3,2.433333333333333,2019-06-25,5,3,7.3
1446,OLDER FAMILIES,Premium,16.6,4,2,8.3,2019-06-20,10,2,16.6
1448,OLDER FAMILIES,Budget,8,2,2,4,2019-01-25,156,2,8
1450,YOUNG SINGLES/COUPLES,Mainstream,7.4,2,1,7.4,2018-11-08,234,1,7.4
1451,MIDAGE SINGLES/COUPLES,Mainstream,8.7,2,2,4.35,2019-06-27,3,2,8.7
1452,OLDER FAMILIES,Budget,13.100000000000001,3,2,6.550000000000001,2019-01-10,171,2,13.100000000000001
1453,YOUNG SINGLES/COUPLES,Premium,6,2,1,6,2019-06-20,10,1,6
1454,OLDER SINGLES/COUPLES,Mainstream,4.3,1,1,4.3,2019-03-17,105,1,4.3
1455,YOUNG SINGLES/COUPLES,Mainstream,17,4,3,5.666666666666667,2019-04-23,68,3,17
1456,OLDER FAMILIES,Budget,17.400000000000002,4,3,5.800000000000001,2019-05-07,54,3,17.400000000000002
1457,YOUNG SINGLES/COUPLES,Budget,5.7,2,2,2.85,2019-04-24,67,2,5.7
1459,OLDER FAMILIES,Budget,22.200000000000003,5,3,7.400000000000001,2019-06-29,1,3,22.200000000000003
1460,YOUNG SINGLES/COUPLES,Premium,16.4,6,2,8.2,2019-03-26,96,2,16.4
1461,RETIREES,Mainstream,1.9,1,1,1.9,2019-05-14,47,1,1.9
1462,YOUNG SINGLES/COUPLES,Premium,3.8,2,1,3.8,2018-07-09,356,1,3.8
1464,OLDER FAMILIES,Budget,14.200000000000001,3,2,7.1000000000000005,2019-02-21,129,2,14.200000000000001
1465,YOUNG SINGLES/COUPLES,Mainstream,6,2,1,6,2019-03-24,98,1,6
1467,OLDER SINGLES/COUPLES,Mainstream,2.6,1,1,2.6,2018-09-01,302,1,2.6
1468,YOUNG SINGLES/COUPLES,Budget,3.7,1,1,3.7,2019-03-10,112,1,3.7
1470,OLDER FAMILIES,Mainstream,12.600000000000001,4,3,4.2,2019-06-18,12,3,12.600000000000001
1471,YOUNG FAMILIES,Mainstream,4.4,1,1,4.4,2018-07-28,337,1,4.4
1473,RETIREES,Mainstream,7.2,2,2,3.6,2019-02-06,144,2,7.2
1474,OLDER FAMILIES,Budget,1.7,1,1,1.7,2019-01-12,169,1,1.7
1475,MIDAGE SINGLES/COUPLES,Budget,5.7,1,1,5.7,2019-03-11,111,1,5.7
1477,OLDER FAMILIES,Premium,8.8,2,2,4.4,2019-02-13,137,2,8.8
1478,YOUNG SINGLES/COUPLES,Budget,6.5,1,1,6.5,2019-02-10,140,1,6.5
1480,OLDER SINGLES/COUPLES,Premium,6.699999999999999,2,2,3.3499999999999996,2019-04-24,67,2,6.699999999999999
1482,YOUNG SINGLES/COUPLES,Mainstream,6.699999999999999,2,2,3.3499999999999996,2018-10-15,258,2,6.699999999999999
1484,YOUNG SINGLES/COUPLES,Budget,7.300000000000001,2,2,3.6500000000000004,2019-06-13,17,2,7.300000000000001
1485,MIDAGE SINGLES/COUPLES,Premium,3,1,1,3,2018-11-30,212,1,3
1487,YOUNG SINGLES/COUPLES,Budget,9.7,3,2,4.85,2019-01-13,168,2,9.7
1488,OLDER SINGLES/COUPLES,Budget,4.6,1,1,4.6,2018-10-06,267,1,4.6
1489,RETIREES,Budget,6.5,3,2,3.25,2019-05-17,44,2,6.5
1490,YOUNG SINGLES/COUPLES,Mainstream,13.7,3,2,6.85,2018-11-14,228,2,13.7
1491,MIDAGE SINGLES/COUPLES,Budget,4.6,1,1,4.6,2019-04-21,70,1,4.6
1494,YOUNG SINGLES/COUPLES,Budget,1.7,1,1,1.7,2018-12-17,195,1,1.7
1495,MIDAGE SINGLES/COUPLES,Budget,2.6,1,1,2.6,2019-01-03,178,1,2.6
1501,RETIREES,Mainstream,25.700000000000003,7,5,5.140000000000001,2019-05-27,34,5,25.700000000000003
1502,YOUNG FAMILIES,Mainstream,6.4,3,2,3.2,2018-08-18,316,2,6.4
1504,OLDER FAMILIES,Budget,4.9,2,2,2.45,2019-06-26,4,2,4.9
2000,NEW FAMILIES,Mainstream,11.100000000000001,3,3,3.7000000000000006,2019-05-12,49,3,11.100000000000001
2001,YOUNG SINGLES/COUPLES,Budget,3.7,1,1,3.7,2018-12-18,194,1,3.7
2002,RETIREES,Mainstream,3,1,1,3,2018-10-20,253,1,3
2003,NEW FAMILIES,Premium,3.8,1,1,3.8,2019-04-05,86,1,3.8
2004,YOUNG FAMILIES,Budget,7.2,2,2,3.6,2019-05-26,35,2,7.2
2006,OLDER FAMILIES,Mainstream,9.600000000000001,3,2,4.800000000000001,2019-03-24,98,2,9.600000000000001
2008,YOUNG SINGLES/COUPLES,Budget,6.3,2,2,3.15,2019-04-09,82,2,6.3
2010,NEW FAMILIES,Premium,3.8,1,1,3.8,2018-10-04,269,1,3.8
2012,MIDAGE SINGLES/COUPLES,Mainstream,3.3,1,1,3.3,2019-04-13,78,1,3.3
2013,RETIREES,Mainstream,2.6,1,1,2.6,2018-12-12,200,1,2.6
2015,YOUNG FAMILIES,Premium,3.3,1,1,3.3,2019-04-22,69,1,3.3
2017,OLDER FAMILIES,Budget,7,3,2,3.5,2019-06-01,29,2,7
2018,OLDER SINGLES/COUPLES,Mainstream,2.9,1,1,2.9,2019-04-20,71,1,2.9
2019,YOUNG SINGLES/COUPLES,Budget,3,1,1,3,2019-06-03,27,1,3
2020,RETIREES,Premium,3.7,1,1,3.7,2019-03-25,97,1,3.7
2022,MIDAGE SINGLES/COUPLES,Premium,6.1000000000000005,2,2,3.0500000000000003,2019-05-28,33,2,6.1000000000000005
2023,RETIREES,Mainstream,4.6,1,1,4.6,2019-02-03,147,1,4.6
2024,YOUNG SINGLES/COUPLES,Budget,5.4,1,1,5.4,2018-12-19,193,1,5.4
2025,RETIREES,Premium,8,2,2,4,2018-11-16,226,2,8
2026,YOUNG SINGLES/COUPLES,Mainstream,11.8,3,3,3.9333333333333336,2019-05-01,60,3,11.8
2027,RETIREES,Budget,13,3,2,6.5,2019-01-31,150,2,13
2030,RETIREES,Premium,8.8,2,2,4.4,2019-05-13,48,2,8.8
2032,YOUNG SINGLES/COUPLES,Mainstream,6.5,1,1,6.5,2018-11-09,233,1,6.5
2034,YOUNG SINGLES/COUPLES,Budget,9.2,3,3,3.0666666666666664,2018-12-20,192,3,9.2
2035,MIDAGE SINGLES/COUPLES,Mainstream,3.8,1,1,3.8,2019-06-19,11,1,3.8
2036,NEW FAMILIES,Premium,3.3,1,1,3.3,2019-06-15,15,1,3.3
2038,YOUNG SINGLES/COUPLES,Mainstream,2.7,1,1,2.7,2018-10-20,253,1,2.7
2040,RETIREES,Mainstream,4.6,1,1,4.6,2019-06-25,5,1,4.6
2041,OLDER SINGLES/COUPLES,Premium,1.9,1,1,1.9,2018-10-05,268,1,1.9
2042,YOUNG SINGLES/COUPLES,Premium,10,3,3,3.3333333333333335,2019-04-13,78,3,10
2043,OLDER FAMILIES,Budget,3.7,1,1,3.7,2019-03-21,101,1,3.7
2044,RETIREES,Premium,3.3,1,1,3.3,2019-06-22,8,1,3.3
2045,YOUNG SINGLES/COUPLES,Budget,3,1,1,3,2019-06-17,13,1,3
2047,YOUNG SINGLES/COUPLES,Budget,5.6,2,2,2.8,2019-04-05,86,2,5.6
2048,NEW FAMILIES,Mainstream,7.300000000000001,2,2,3.6500000000000004,2019-01-18,163,2,7.300000000000001
2049,YOUNG SINGLES/COUPLES,Premium,3,1,1,3,2019-02-06,144,1,3
2050,YOUNG FAMILIES,Mainstream,12.600000000000001,3,3,4.2,2019-03-28,94,3,12.600000000000001
2051,OLDER SINGLES/COUPLES,Mainstream,11.200000000000001,3,2,5.6000000000000005,2018-12-21,191,2,11.200000000000001
2052,YOUNG SINGLES/COUPLES,Mainstream,5.7,1,1,5.7,2018-07-16,349,1,5.7
2053,NEW FAMILIES,Mainstream,3,1,1,3,2019-05-21,40,1,3
2055,YOUNG FAMILIES,Budget,4.2,1,1,4.2,2019-03-25,97,1,4.2
2056,RETIREES,Budget,3.7,1,1,3.7,2018-10-07,266,1,3.7
2058,MIDAGE SINGLES/COUPLES,Mainstream,3.8,1,1,3.8,2019-01-13,168,1,3.8
2059,YOUNG FAMILIES,Budget,3.7,1,1,3.7,2019-04-11,80,1,3.7
2060,YOUNG SINGLES/COUPLES,Mainstream,14.1,3,3,4.7,2019-05-31,30,3,14.1
2069,YOUNG SINGLES/COUPLES,Budget,2.1,1,1,2.1,2019-01-09,172,1,2.1
2071,YOUNG SINGLES/COUPLES,Budget,3,1,1,3,2018-11-28,214,1,3
2074,RETIREES,Mainstream,1.9,1,1,1.9,2019-01-02,179,1,1.9
2080,YOUNG SINGLES/COUPLES,Budget,15.4,3,2,7.7,2019-05-07,54,2,15.4
2081,RETIREES,Mainstream,3.7,1,1,3.7,2018-12-29,183,1,3.7
2082,OLDER FAMILIES,Mainstream,5.7,1,1,5.7,2018-12-12,200,1,5.7
2083,RETIREES,Mainstream,4.3,1,1,4.3,2018-08-26,308,1,4.3
2084,YOUNG SINGLES/COUPLES,Mainstream,14.7,4,4,3.675,2018-10-26,247,4,14.7
2086,RETIREES,Budget,6.3,2,2,3.15,2019-03-08,114,2,6.3
2088,YOUNG SINGLES/COUPLES,Budget,3,1,1,3,2019-06-28,2,1,3
2089,OLDER SINGLES/COUPLES,Budget,7.4,2,2,3.7,2019-06-07,23,2,7.4
2090,OLDER SINGLES/COUPLES,Budget,10.2,3,2,5.1,2019-03-21,101,2,10.2
2091,YOUNG SINGLES/COUPLES,Premium,8.4,2,2,4.2,2019-03-27,95,2,8.4
2093,OLDER SINGLES/COUPLES,Mainstream,5.6,2,2,2.8,2019-01-19,162,2,5.6
2095,OLDER SINGLES/COUPLES,Premium,9.2,2,1,9.2,2019-02-03,147,1,9.2
2096,RETIREES,Budget,15.4,3,2,7.7,2018-11-17,225,2,15.4
2097,OLDER SINGLES/COUPLES,Mainstream,4.4,1,1,4.4,2018-08-13,321,1,4.4
2098,RETIREES,Mainstream,5.7,2,2,2.85,2019-06-12,18,2,5.7
2100,YOUNG SINGLES/COUPLES,Mainstream,3.9,1,1,3.9,2018-08-01,333,1,3.9
2101,OLDER SINGLES/COUPLES,Mainstream,3,1,1,3,2019-03-27,95,1,3
2103,OLDER FAMILIES,Mainstream,8.7,2,2,4.35,2019-06-02,28,2,8.7
2104,YOUNG SINGLES/COUPLES,Premium,3.9,1,1,3.9,2018-11-20,222,1,3.9
2105,YOUNG SINGLES/COUPLES,Mainstream,2.9,1,1,2.9,2018-10-26,247,1,2.9
2106,YOUNG SINGLES/COUPLES,Premium,14.9,5,5,2.98,2019-05-08,53,5,14.9
2107,YOUNG FAMILIES,Mainstream,10.6,3,3,3.533333333333333,2019-05-08,53,3,10.6
2113,YOUNG FAMILIES,Budget,2.3,1,1,2.3,2019-06-05,25,1,2.3
2114,YOUNG FAMILIES,Budget,8.8,2,1,8.8,2019-05-27,34,1,8.8
2116,YOUNG SINGLES/COUPLES,Budget,2.9,1,1,2.9,2018-12-07,205,1,2.9
2117,OLDER FAMILIES,Mainstream,2.9,1,1,2.9,2018-07-01,364,1,2.9
2119,YOUNG SINGLES/COUPLES,Budget,5.5,2,2,2.75,2019-04-22,69,2,5.5
2120,OLDER SINGLES/COUPLES,Premium,3.7,1,1,3.7,2018-10-02,271,1,3.7
2121,YOUNG SINGLES/COUPLES,Mainstream,3.8,1,1,3.8,2019-05-10,51,1,3.8
2122,YOUNG SINGLES/COUPLES,Premium,3.8,1,1,3.8,2019-04-13,78,1,3.8
2123,OLDER SINGLES/COUPLES,Budget,3.7,1,1,3.7,2019-02-05,145,1,3.7
2125,RETIREES,Mainstream,5.7,2,2,2.85,2019-05-19,42,2,5.7
2129,YOUNG SINGLES/COUPLES,Mainstream,8.8,2,1,8.8,2019-04-14,77,1,8.8
2130,OLDER FAMILIES,Budget,3,1,1,3,2018-12-20,192,1,3
2131,YOUNG SINGLES/COUPLES,Mainstream,5.2,2,1,5.2,2018-07-07,358,1,5.2
2133,OLDER FAMILIES,Budget,6,2,2,3,2018-10-01,272,2,6
2135,RETIREES,Mainstream,5.4,1,1,5.4,2019-06-16,14,1,5.4
2136,OLDER SINGLES/COUPLES,Premium,2.1,1,1,2.1,2018-11-12,230,1,2.1
2139,MIDAGE SINGLES/COUPLES,Premium,8.7,2,2,4.35,2019-05-26,35,2,8.7
2143,OLDER SINGLES/COUPLES,Mainstream,3.9,1,1,3.9,2019-04-30,61,1,3.9
2144,OLDER SINGLES/COUPLES,Budget,8.9,3,3,2.966666666666667,2019-05-15,46,3,8.9
2146,OLDER FAMILIES,Premium,3.3,1,1,3.3,2018-11-02,240,1,3.3
2147,OLDER SINGLES/COUPLES,Premium,3.8,1,1,3.8,2019-03-28,94,1,3.8
2148,RETIREES,Budget,3,1,1,3,2018-09-23,280,1,3
2149,RETIREES,Budget,3.3,1,1,3.3,2019-05-06,55,1,3.3
2150,RETIREES,Budget,4.6,1,1,4.6,2019-03-04,118,1,4.6
2153,YOUNG SINGLES/COUPLES,Budget,7.1,2,2,3.55,2018-11-27,215,2,7.1
2154,OLDER SINGLES/COUPLES,Mainstream,9.2,3,3,3.0666666666666664,2019-03-27,95,3,9.2
2155,YOUNG SINGLES/COUPLES,Budget,9.100000000000001,3,2,4.550000000000001,2019-05-20,41,2,9.100000000000001
2161,YOUNG SINGLES/COUPLES,Mainstream,4.6,1,1,4.6,2019-03-06,116,1,4.6
2163,OLDER FAMILIES,Premium,8.8,3,3,2.9333333333333336,2019-03-30,92,3,8.8
2164,YOUNG SINGLES/COUPLES,Mainstream,9.2,2,1,9.2,2018-11-13,229,1,9.2
2166,OLDER SINGLES/COUPLES,Premium,11.8,3,2,5.9,2018-12-24,188,2,11.8
2167,OLDER SINGLES/COUPLES,Mainstream,4.5,2,2,2.25,2019-05-14,47,2,4.5
2168,OLDER SINGLES/COUPLES,Mainstream,6.800000000000001,2,2,3.4000000000000004,2019-01-10,171,2,6.800000000000001
2169,YOUNG SINGLES/COUPLES,Premium,3,1,1,3,2018-12-13,199,1,3
2170,YOUNG SINGLES/COUPLES,Mainstream,5.4,1,1,5.4,2018-09-18,285,1,5.4
2172,OLDER FAMILIES,Premium,1.9,1,1,1.9,2018-07-10,355,1,1.9
2173,OLDER FAMILIES,Budget,6.6,2,2,3.3,2019-05-04,57,2,6.6
2175,OLDER SINGLES/COUPLES,Mainstream,9.2,2,1,9.2,2019-01-28,153,1,9.2
2176,YOUNG SINGLES/COUPLES,Mainstream,5.9,2,2,2.95,2018-11-04,238,2,5.9
2178,OLDER SINGLES/COUPLES,Mainstream,2.7,1,1,2.7,2018-08-18,316,1,2.7
2180,YOUNG FAMILIES,Budget,3,1,1,3,2019-01-29,152,1,3
2181,YOUNG SINGLES/COUPLES,Mainstream,13.2,4,4,3.3,2019-06-24,6,4,13.2
2182,OLDER SINGLES/COUPLES,Premium,2.1,1,1,2.1,2019-01-26,155,1,2.1
2183,OLDER FAMILIES,Mainstream,3,1,1,3,2019-03-16,106,1,3
2184,YOUNG SINGLES/COUPLES,Mainstream,7.800000000000001,2,2,3.9000000000000004,2019-01-02,179,2,7.800000000000001
2185,YOUNG FAMILIES,Budget,4.6,1,1,4.6,2019-01-07,174,1,4.6
2186,OLDER FAMILIES,Mainstream,7.7,2,2,3.85,2019-02-16,134,2,7.7
2188,YOUNG SINGLES/COUPLES,Mainstream,5.4,1,1,5.4,2019-05-26,35,1,5.4
2190,YOUNG SINGLES/COUPLES,Mainstream,9.9,2,2,4.95,2019-03-10,112,2,9.9
2191,OLDER FAMILIES,Budget,5.4,1,1,5.4,2018-08-06,328,1,5.4
2194,MIDAGE SINGLES/COUPLES,Premium,1.9,1,1,1.9,2018-07-20,345,1,1.9
2196,YOUNG FAMILIES,Budget,1.7,1,1,1.7,2018-08-27,307,1,1.7
2198,MIDAGE SINGLES/COUPLES,Mainstream,5.800000000000001,2,2,2.9000000000000004,2019-03-28,94,2,5.800000000000001
2199,OLDER SINGLES/COUPLES,Mainstream,4.7,2,2,2.35,2019-06-01,29,2,4.7
2200,RETIREES,Budget,6,2,1,6,2019-04-03,88,1,6
2202,YOUNG SINGLES/COUPLES,Budget,15,5,5,3,2019-05-13,48,5,15
2203,MIDAGE SINGLES/COUPLES,Budget,3.3,1,1,3.3,2018-09-23,280,1,3.3
2205,RETIREES,Mainstream,8.299999999999999,3,2,4.1499999999999995,2019-01-13,168,2,8.299999999999999
2210,YOUNG SINGLES/COUPLES,Mainstream,5.300000000000001,2,2,2.6500000000000004,2018-12-11,201,2,5.300000000000001
2211,OLDER SINGLES/COUPLES,Budget,2.9,1,1,2.9,2018-07-02,363,1,2.9
2214,OLDER SINGLES/COUPLES,Mainstream,3.7,1,1,3.7,2018-09-15,288,1,3.7
2216,OLDER SINGLES/COUPLES,Premium,7.199999999999999,2,2,3.5999999999999996,2019-02-16,134,2,7.199999999999999
2217,RETIREES,Mainstream,8.8,2,2,4.4,2019-06-29,1,2,8.8
2218,YOUNG SINGLES/COUPLES,Budget,3,1,1,3,2019-01-20,161,1,3
2219,OLDER SINGLES/COUPLES,Budget,3.7,1,1,3.7,2018-12-27,185,1,3.7
2220,OLDER FAMILIES,Budget,9.3,3,2,4.65,2019-04-20,71,2,9.3
2222,MIDAGE SINGLES/COUPLES,Mainstream,3.8,1,1,3.8,2019-03-26,96,1,3.8
2224,YOUNG SINGLES/COUPLES,Mainstream,4.6,1,1,4.6,2018-12-26,186,1,4.6
2225,MIDAGE SINGLES/COUPLES,Mainstream,9.5,3,3,3.1666666666666665,2019-05-06,55,3,9.5
2226,OLDER FAMILIES,Budget,5.3,2,2,2.65,2019-06-15,15,2,5.3
2227,RETIREES,Mainstream,5.7,1,1,5.7,2018-12-30,182,1,5.7
2230,RETIREES,Premium,14.100000000000001,3,3,4.7,2019-03-28,94,3,14.100000000000001
2231,MIDAGE SINGLES/COUPLES,Premium,4.6,1,1,4.6,2019-04-05,86,1,4.6
2232,MIDAGE SINGLES/COUPLES,Mainstream,5.4,1,1,5.4,2019-06-21,9,1,5.4
2233,OLDER SINGLES/COUPLES,Budget,4.4,1,1,4.4,2019-02-17,133,1,4.4
2236,OLDER SINGLES/COUPLES,Budget,10.2,4,3,3.4,2019-05-27,34,3,10.2
2237,YOUNG SINGLES/COUPLES,Mainstream,10.3,3,3,3.4333333333333336,2019-06-27,3,3,10.3
2238,RETIREES,Mainstream,13.200000000000001,3,3,4.4,2019-05-24,37,3,13.200000000000001
2240,OLDER SINGLES/COUPLES,Budget,3.3,1,1,3.3,2019-01-17,164,1,3.3
2242,OLDER SINGLES/COUPLES,Budget,7.8,3,3,2.6,2019-04-05,86,3,7.8
2244,YOUNG SINGLES/COUPLES,Budget,17.2,4,3,5.733333333333333,2018-10-30,243,3,17.2
2245,OLDER FAMILIES,Budget,1.7,1,1,1.7,2018-08-22,312,1,1.7
2246,MIDAGE SINGLES/COUPLES,Premium,2.7,1,1,2.7,2019-06-05,25,1,2.7
2247,YOUNG SINGLES/COUPLES,Premium,9.100000000000001,2,2,4.550000000000001,2019-06-15,15,2,9.100000000000001
2248,RETIREES,Mainstream,3.8,1,1,3.8,2019-04-09,82,1,3.8
2250,YOUNG SINGLES/COUPLES,Mainstream,12.7,4,4,3.175,2019-04-30,61,4,12.7
2253,RETIREES,Budget,2.6,1,1,2.6,2019-04-08,83,1,2.6
2254,YOUNG SINGLES/COUPLES,Mainstream,6.5,1,1,6.5,2019-02-24,126,1,6.5
2255,OLDER SINGLES/COUPLES,Budget,4.6,1,1,4.6,2018-11-14,228,1,4.6
2256,MIDAGE SINGLES/COUPLES,Budget,5.3,2,2,2.65,2019-05-02,59,2,5.3
2257,OLDER SINGLES/COUPLES,Premium,11.8,3,3,3.9333333333333336,2019-02-19,131,3,11.8
2258,OLDER FAMILIES,Budget,4.4,1,1,4.4,2019-01-18,163,1,4.4
2259,YOUNG FAMILIES,Premium,3,1,1,3,2019-01-14,167,1,3
2260,YOUNG FAMILIES,Mainstream,9.899999999999999,4,3,3.2999999999999994,2019-05-12,49,3,9.899999999999999
2262,YOUNG SINGLES/COUPLES,Premium,9.2,2,1,9.2,2019-03-22,100,1,9.2
2265,RETIREES,Budget,4.2,2,1,4.2,2018-07-31,334,1,4.2
2270,YOUNG SINGLES/COUPLES,Budget,9.4,4,4,2.35,2019-06-24,6,4,9.4
2273,YOUNG SINGLES/COUPLES,Mainstream,6.6,2,2,3.3,2018-10-29,244,2,6.6
2274,YOUNG FAMILIES,Mainstream,12.4,3,3,4.133333333333334,2019-05-07,54,3,12.4
2277,YOUNG SINGLES/COUPLES,Mainstream,4.2,1,1,4.2,2019-01-28,153,1,4.2
2278,RETIREES,Premium,4.4,1,1,4.4,2019-01-18,163,1,4.4
2279,OLDER SINGLES/COUPLES,Premium,8.9,3,3,2.966666666666667,2019-06-28,2,3,8.9
2280,OLDER SINGLES/COUPLES,Premium,2.9,1,1,2.9,2018-10-10,263,1,2.9
2281,RETIREES,Mainstream,1.7,1,1,1.7,2019-05-27,34,1,1.7
2283,RETIREES,Budget,9.2,2,1,9.2,2018-07-01,364,1,9.2
2285,YOUNG SINGLES/COUPLES,Mainstream,5.4,1,1,5.4,2019-04-16,75,1,5.4
2286,YOUNG SINGLES/COUPLES,Premium,3.3,1,1,3.3,2019-06-29,1,1,3.3
2287,RETIREES,Mainstream,4.6,1,1,4.6,2018-08-04,330,1,4.6
2288,YOUNG SINGLES/COUPLES,Mainstream,9.100000000000001,2,2,4.550000000000001,2019-06-29,1,2,9.100000000000001
2292,YOUNG FAMILIES,Budget,4.4,1,1,4.4,2019-04-13,78,1,4.4
2294,MIDAGE SINGLES/COUPLES,Mainstream,5.7,1,1,5.7,2018-07-05,360,1,5.7
2295,YOUNG SINGLES/COUPLES,Premium,3,1,1,3,2019-01-06,175,1,3
2302,RETIREES,Mainstream,7.4,2,2,3.7,2019-01-07,174,2,7.4
2303,RETIREES,Mainstream,1.9,1,1,1.9,2018-11-13,229,1,1.9
2305,RETIREES,Premium,5.4,1,1,5.4,2019-02-23,127,1,5.4
2309,OLDER SINGLES/COUPLES,Budget,4.3,2,2,2.15,2019-05-12,49,2,4.3
2310,OLDER FAMILIES,Budget,2.6,1,1,2.6,2018-11-08,234,1,2.6
2311,NEW FAMILIES,Mainstream,19.3,6,5,3.8600000000000003,2019-01-21,160,5,19.3
2313,MIDAGE SINGLES/COUPLES,Premium,4.6,1,1,4.6,2019-06-24,6,1,4.6
2315,YOUNG SINGLES/COUPLES,Mainstream,3.3,1,1,3.3,2019-04-06,85,1,3.3
2319,MIDAGE SINGLES/COUPLES,Premium,6.7,3,2,3.35,2019-05-17,44,2,6.7
2320,YOUNG SINGLES/COUPLES,Premium,7.5,2,2,3.75,2019-06-03,27,2,7.5
2323,YOUNG FAMILIES,Budget,1.9,1,1,1.9,2019-04-19,72,1,1.9
2324,YOUNG SINGLES/COUPLES,Premium,6,2,2,3,2018-10-17,256,2,6
2326,RETIREES,Budget,14.200000000000001,3,2,7.1000000000000005,2018-11-05,237,2,14.200000000000001
2327,YOUNG SINGLES/COUPLES,Mainstream,5.7,1,1,5.7,2019-05-31,30,1,5.7
2328,YOUNG FAMILIES,Budget,4.2,1,1,4.2,2019-04-22,69,1,4.2
2330,YOUNG SINGLES/COUPLES,Premium,8.8,2,1,8.8,2018-09-29,274,1,8.8
2331,YOUNG SINGLES/COUPLES,Budget,2.9,1,1,2.9,2018-12-12,200,1,2.9
2332,YOUNG SINGLES/COUPLES,Mainstream,4.6,1,1,4.6,2018-10-06,267,1,4.6
2335,RETIREES,Budget,5.7,1,1,5.7,2019-03-25,97,1,5.7
2339,OLDER SINGLES/COUPLES,Premium,2.8,1,1,2.8,2019-01-19,162,1,2.8
2340,OLDER SINGLES/COUPLES,Mainstream,3.9,1,1,3.9,2019-01-20,161,1,3.9
2342,OLDER SINGLES/COUPLES,Mainstream,1.7,1,1,1.7,2019-06-15,15,1,1.7
2344,OLDER SINGLES/COUPLES,Premium,3.9,1,1,3.9,2018-10-19,254,1,3.9
2345,OLDER FAMILIES,Premium,10.4,3,3,3.466666666666667,2019-06-15,15,3,10.4
2346,OLDER FAMILIES,Premium,4.4,1,1,4.4,2019-02-09,141,1,4.4
2347,YOUNG SINGLES/COUPLES,Budget,3,1,1,3,2018-08-05,329,1,3
2348,OLDER SINGLES/COUPLES,Budget,3.3,1,1,3.3,2018-12-28,184,1,3.3
2349,YOUNG SINGLES/COUPLES,Mainstream,2.6,1,1,2.6,2019-04-23,68,1,2.6
2353,RETIREES,Mainstream,8.399999999999999,2,2,4.199999999999999,2019-01-11,170,2,8.399999999999999
2354,RETIREES,Budget,13.799999999999999,3,2,6.8999999999999995,2018-08-29,305,2,13.799999999999999
2356,RETIREES,Premium,7.5,3,2,3.75,2019-03-03,119,2,7.5
2358,YOUNG FAMILIES,Mainstream,1.7,1,1,1.7,2019-02-04,146,1,1.7
2361,OLDER FAMILIES,Mainstream,6.5,2,2,3.25,2019-04-26,65,2,6.5
2362,OLDER SINGLES/COUPLES,Premium,4.6,1,1,4.6,2018-09-01,302,1,4.6
2363,YOUNG FAMILIES,Budget,2.1,1,1,2.1,2019-01-24,157,1,2.1
2364,OLDER FAMILIES,Mainstream,5.8,2,2,2.9,2019-04-20,71,2,5.8
2365,RETIREES,Mainstream,2.1,1,1,2.1,2018-07-15,350,1,2.1
2367,OLDER SINGLES/COUPLES,Mainstream,4.2,1,1,4.2,2018-12-07,205,1,4.2
2368,MIDAGE SINGLES/COUPLES,Mainstream,2.6,1,1,2.6,2018-09-02,301,1,2.6
2369,YOUNG SINGLES/COUPLES,Mainstream,5.9,1,1,5.9,2019-03-04,118,1,5.9
2370,YOUNG FAMILIES,Budget,4.4,1,1,4.4,2019-02-15,135,1,4.4
2372,NEW FAMILIES,Budget,4.6,1,1,4.6,2018-10-10,263,1,4.6
2373,MIDAGE SINGLES/COUPLES,Budget,15,5,1,15,2018-08-17,317,1,15
2375,RETIREES,Mainstream,5,2,2,2.5,2018-10-22,251,2,5
2376,OLDER SINGLES/COUPLES,Budget,12,4,3,4,2019-06-11,19,3,12
2377,YOUNG SINGLES/COUPLES,Budget,5.7,1,1,5.7,2019-03-11,111,1,5.7
2378,OLDER SINGLES/COUPLES,Premium,3.8,1,1,3.8,2018-07-07,358,1,3.8
2380,OLDER FAMILIES,Mainstream,12.5,3,3,4.166666666666667,2019-02-18,132,3,12.5
2381,OLDER SINGLES/COUPLES,Budget,2.7,1,1,2.7,2018-11-06,236,1,2.7
2382,MIDAGE SINGLES/COUPLES,Premium,3.7,1,1,3.7,2018-08-05,329,1,3.7
2383,YOUNG FAMILIES,Budget,5.7,1,1,5.7,2018-11-13,229,1,5.7
2384,MIDAGE SINGLES/COUPLES,Mainstream,8.399999999999999,2,2,4.199999999999999,2019-03-19,103,2,8.399999999999999
2385,YOUNG FAMILIES,Premium,12.2,4,3,4.066666666666666,2019-05-18,43,3,12.2
2386,MIDAGE SINGLES/COUPLES,Budget,5.800000000000001,2,2,2.9000000000000004,2019-04-11,80,2,5.800000000000001
